字號,字,韻部,韻母
19461,冑,幽,ɔ
19463,酎,幽,ɔ
19464,宙,幽,ɔ
19466,籀,幽,ɔ
19468,䛆,幽,ɔ
19469,疛,幽,ɔ
19473,晝,佳,ə
19476,狩,幽,ɔ
19477,獸,幽,ɔ
19481,臭,幽,ɔ
19482,殠,幽,ɔ
19483,岫,幽,ɔ
19485,袖,幽,ɔ
19487,齅,幽,ɔ
19488,嘼,幽,ɔ
19489,珛,之,ɔɪ
19491,䯾,幽,ɔ
19492,椆,幽,ɔ
19494,舊,之,ɔɪ
19495,柩,之,ɔɪ
19498,瘦,幽,ɔ
19503,甃,幽,ɔ
19504,縐,侯,ɒ
19506,副,之,ɔɪ
19509,覆,幽,ɔ
19513,簉,幽,ɔ
19516,富,之,ɔɪ
19517,輻,之,ɔɪ
19518,鍑,幽,ɔ
19519,䔰,之,ɔɪ
19520,不,幽,ɔ
19521,畜,覺,ɔk
19522,俞,之,ɔɪ
19523,溜,幽,ɔ
19524,廖,幽,ɔ
19525,霤,幽,ɔ
19527,鷚,幽,ɔ
19528,餾,幽,ɔ
19529,瘤,幽,ɔ
19531,留,幽,ɔ
19536,𥛅,幽,ɔ
19538,勠,幽,ɔ
19539,翏,幽,ɔ
19542,秀,幽,ɔ
19543,繡,幽,ɔ
19546,宿,幽,ɔ
19550,媨,幽,ɔ
19551,驟,侯,ɒ
19554,就,幽,ɔ
19555,鷲,幽,ɔ
19559,𩚖,幽,ɔ
19563,復,幽,ɔ
19569,覆,幽,ɔ
19570,複,幽,ɔ
19573,鼬,幽,ɔ
19577,褎,幽,ɔ
19579,猶,幽,ɔ
19582,輶,幽,ɔ
19583,牰,幽,ɔ
19585,授,幽,ɔ
19588,壽,幽,ɔ
19590,綬,幽,ɔ
19591,輮,幽,ɔ
19593,煣,幽,ɔ
19594,鞣,幽,ɔ
19600,候,侯,ɒ
19602,鄇,侯,ɒ
19606,后,侯,ɒ
19607,後,侯,ɒ
19610,鍭,侯,ɒ
19615,寇,侯,ɒ
19616,滱,侯,ɒ
19619,鷇,侯,ɒ
19621,䍍,侯,ɒ
19625,茂,幽,ɔ
19626,貿,幽,ɔ
19627,鄮,幽,ɔ
19628,戊,侯,ɒ
19628,戊,幽,ɔ
19630,袤,侯,ɒ
19631,楙,侯,ɒ
19632,懋,侯,ɒ
19633,瞀,侯,ɒ
19634,䓮,侯,ɒ
19636,苺,之,ɔɪ
19637,𦼪,侯,ɒ
19638,𠔼,幽,ɔ
19640,仆,侯,ɒ
19641,踣,之,ɔɪ
19642,䞳,之,ɔɪ
19645,豆,侯,ɒ
19646,竇,侯,ɒ
19648,逗,侯,ɒ
19651,脰,侯,ɒ
19652,郖,侯,ɒ
19653,梪,侯,ɒ
19658,𩊪,侯,ɒ
19661,鬥,侯,ɒ
19664,噣,侯,ɒ
19667,斣,侯,ɒ
19670,槈,侯,ɒ
19671,鎒,侯,ɒ
19672,耨,侯,ɒ
19678,欶,侯,ɒ
19679,漱,侯,ɒ
19680,鏉,侯,ɒ
19683,奏,侯,ɒ
19690,漚,侯,ɒ
19691,䙔,侯,ɒ
19693,遘,侯,ɒ
19694,構,侯,ɒ
19695,媾,侯,ɒ
19696,覯,侯,ɒ
19698,購,侯,ɒ
19701,彀,侯,ɒ
19703,句,侯,ɒ
19704,軥,侯,ɒ
19710,冓,侯,ɒ
19711,㝅,侯,ɒ
19715,湊,侯,ɒ
19716,嗾,侯,ɒ
19718,蔟,侯,ɒ
19722,𨹟,侯,ɒ
19723,漏,侯,ɒ
19724,鏤,侯,ɒ
19725,屚,侯,ɒ
19726,瘻,侯,ɒ
19734,僂,侯,ɒ
19738,詬,侯,ɒ
19743,佝,侯,ɒ
19751,幼,幽,ɔ
19752,謬,幽,ɔ
19753,繆,幽,ɔ
19754,䠗,幽,ɔ
19756,沁,侵,ɔm
19760,浸,侵,ɔm
19764,妊,侵,ɔm
19767,任,侵,ɔm
19768,衽,侵,ɔm
19769,鴆,侵,ɔm
19770,沈,侵,ɔm
19772,枕,侵,ɔm
19776,𤘡,侵,ɔm
19777,噤,侵,ɔm
19779,紟,侵,ɔm
19780,鈙,侵,ɔm
19784,禁,侵,ɔm
19787,賃,侵,ɔm
19788,蔭,侵,ɔm
19790,窨,侵,ɔm
19791,喑,侵,ɔm
19795,滲,侵,ɔm
19796,罧,侵,ɔm
19797,闖,侵,ɔm
19799,譖,侵,ɔm
19800,讖,侵,ɔm
19801,吟,侵,ɔm
19804,臨,侵,ɔm
19806,甚,侵,ɔm
19810,深,侵,ɔm
19813,䘓,談,ʌm
19819,紺,談,ʌm
19820,淦,侵,ɔm
19825,琀,侵,ɔm
19828,蜭,談,ʌm
19831,暗,侵,ɔm
19832,闇,侵,ɔm
19835,撢,侵,ɔm
19845,謲,侵,ɔm
19846,參,侵,ɔm
19848,醰,侵,ɔm
19851,瞫,侵,ɔm
19864,篸,侵,ɔm
19866,闞,談,ʌm
19871,濫,談,ʌm
19873,𨣨,談,ʌm
19876,㜮,談,ʌm
19884,睒,談,ʌm
19894,譀,談,ʌm
19898,憺,談,ʌm
19899,惔,談,ʌm
19900,澹,談,ʌm
19902,淡,談,ʌm
19906,暫,談,ʌm
19908,鏨,談,ʌm
19912,豔,談,ʌm
19924,厭,談,ʌm
19926,猒,談,ʌm
19931,驗,談,ʌm
19934,閃,談,ʌm
19935,煔,談,ʌm
19936,苫,談,ʌm
19940,塹,談,ʌm
19941,槧,談,ʌm
19944,斂,談,ʌm
19950,覘,談,ʌm
19954,襜,談,ʌm
19961,俺,談,ʌm
19970,念,侵,ɔm
19976,墊,侵,ɔm
19977,𩅀,侵,ɔm
19978,唸,侵,ɔm
19979,㝪,侵,ɔm
19988,酓,侵,ɔm
19996,𪙊,談,ʌm
20002,陷,談,ʌm
20003,䱤,談,ʌm
20004,臽,談,ʌm
20005,䐄,談,ʌm
20008,𤟟,侵,ɔm
20009,淊,談,ʌm
20015,歉,談,ʌm
20020,儳,談,ʌm
20027,鑑,談,ʌm
20029,監,談,ʌm
20061,汎,談,ʌm
20062,泛,談,ʌm
20070,欠,談,ʌm
20080,屋,屋,ɒk
20087,獨,屋,ɒk
20088,黷,屋,ɒk
20089,讟,屋,ɒk
20090,髑,屋,ɒk
20092,殰,屋,ɒk
20093,讀,屋,ɒk
20094,櫝,屋,ɒk
20095,牘,屋,ɒk
20096,儥,屋,ɒk
20100,䢱,屋,ɒk
20104,襡,屋,ɒk
20105,韣,屋,ɒk
20107,瀆,屋,ɒk
20110,韇,屋,ɒk
20111,嬻,屋,ɒk
20112,犢,屋,ɒk
20115,㒔,屋,ɒk
20116,匵,屋,ɒk
20117,穀,屋,ɒk
20119,轂,屋,ɒk
20120,榖,屋,ɒk
20122,谷,屋,ɒk
20130,𤞞,屋,ɒk
20134,縠,屋,ɒk
20136,斛,屋,ɒk
20137,螜,屋,ɒk
20140,觳,屋,ɒk
20143,𣹬,屋,ɒk
20148,哭,屋,ɒk
20149,䍍,屋,ɒk
20151,𪍠,屋,ɒk
20156,禿,屋,ɒk
20162,啄,屋,ɒk
20165,𧞐,屋,ɒk
20169,速,屋,ɒk
20173,餗,屋,ɒk
20174,𩱖,屋,ɒk
20176,樕,屋,ɒk
20179,梀,屋,ɒk
20180,𪋝,屋,ɒk
20181,藗,屋,ɒk
20186,涑,屋,ɒk
20188,祿,屋,ɒk
20190,漉,屋,ɒk
20193,睩,屋,ɒk
20194,䚄,屋,ɒk
20200,琭,屋,ɒk
20201,簏,屋,ɒk
20204,䍡,屋,ɒk
20205,麓,屋,ɒk
20214,谷,屋,ɒk
20215,娽,屋,ɒk
20217,摝,屋,ɒk
20225,彔,屋,ɒk
20228,趢,屋,ɒk
20235,嗀,屋,ɒk
20236,豰,屋,ɒk
20237,熇,藥,ok
20239,𧹲,屋,ɒk
20241,嚛,藥,ok
20242,族,屋,ɒk
20244,鑿,藥,ok
20245,瘯,屋,ɒk
20247,蔟,屋,ɒk
20249,梀,屋,ɒk
20251,鏃,屋,ɒk
20253,暴,藥,ok
20258,樸,屋,ɒk
20259,僕,屋,ɒk
20262,菐,屋,ɒk
20267,濼,藥,ok
20268,墣,屋,ɒk
20271,攴,屋,ɒk
20272,撲,屋,ɒk
20276,卜,屋,ɒk
20277,濮,屋,ɒk
20279,轐,屋,ɒk
20281,樸,屋,ɒk
20283,蹼,屋,ɒk
20284,纀,屋,ɒk
20288,鳪,屋,ɒk
20289,𪇰,藥,ok
20290,木,屋,ɒk
20291,沐,屋,ɒk
20294,鶩,屋,ɒk
20295,霂,屋,ɒk
20297,㡔,屋,ɒk
20300,鞪,屋,ɒk
20301,楘,屋,ɒk
20303,福,職,ɔɪk
20304,腹,覺,ɔk
20305,複,覺,ɔk
20306,幅,職,ɔɪk
20307,輻,職,ɔɪk
20309,葍,職,ɔɪk
20310,蝠,職,ɔɪk
20315,輹,覺,ɔk
20318,楅,職,ɔɪk
20320,伏,職,ɔɪk
20321,復,覺,ɔk
20323,服,職,ɔɪk
20326,馥,覺,ɔk
20329,蕧,覺,ɔk
20335,箙,職,ɔɪk
20337,𨌥,職,ɔɪk
20341,𥨍,覺,ɔk
20343,复,覺,ɔk
20344,畐,職,ɔɪk
20346,絥,職,ɔɪk
20348,菔,職,ɔɪk
20349,匐,職,ɔɪk
20350,鰒,覺,ɔk
20351,𥪋,職,ɔɪk
20353,縮,覺,ɔk
20354,莤,覺,ɔk
20362,摍,覺,ɔk
20366,六,覺,ɔk
20367,陸,覺,ɔk
20368,戮,覺,ɔk
20370,勠,覺,ɔk
20374,蓼,覺,ɔk
20376,𩣱,覺,ɔk
20377,鯥,覺,ɔk
20383,坴,覺,ɔk
20384,𡴆,覺,ɔk
20388,逐,覺,ɔk
20389,軸,覺,ɔk
20391,妯,覺,ɔk
20392,舳,覺,ɔk
20395,筑,覺,ɔk
20397,柚,覺,ɔk
20400,菊,覺,ɔk
20401,鞠,覺,ɔk
20402,蘜,覺,ɔk
20403,𧃓,覺,ɔk
20407,匊,覺,ɔk
20408,𥷤,覺,ɔk
20410,鞫,覺,ɔk
20411,𡫬,覺,ɔk
20412,𥩁,覺,ɔk
20414,𪈓,覺,ɔk
20419,䱡,覺,ɔk
20422,𦥑,覺,ɔk
20423,䳔,覺,ɔk
20432,趜,覺,ɔk
20434,𥶶,覺,ɔk
20436,鞠,覺,ɔk
20437,𠤄,覺,ɔk
20439,孰,覺,ɔk
20440,淑,覺,ɔk
20441,塾,覺,ɔk
20443,璹,覺,ɔk
20446,俶,覺,ɔk
20449,𣥹,覺,ɔk
20450,埱,覺,ɔk
20451,育,覺,ɔk
20452,毓,覺,ɔk
20453,鬻,覺,ɔk
20461,煜,職,ɔɪk
20463,昱,職,ɔɪk
20464,蒮,覺,ɔk
20467,𢌻,覺,ɔk
20469,喅,職,ɔɪk
20476,驧,覺,ɔk
20478,趜,覺,ɔk
20479,䱡,覺,ɔk
20482,鞠,覺,ɔk
20484,䗇,覺,ɔk
20487,𠤄,覺,ɔk
20488,鼀,覺,ɔk
20491,肉,覺,ɔk
20492,衄,覺,ɔk
20495,喌,覺,ɔk
20496,祝,覺,ɔk
20497,柷,覺,ɔk
20499,叔,覺,ɔk
20500,儵,覺,ɔk
20501,倏,覺,ɔk
20503,虪,覺,ɔk
20504,跾,覺,ɔk
20509,尗,覺,ɔk
20510,菽,覺,ɔk
20512,蓄,覺,ɔk
20514,畜,覺,ɔk
20516,㜅,覺,ɔk
20517,鄐,覺,ɔk
20520,慉,覺,ɔk
20521,𥈆,覺,ɔk
20522,竹,覺,ɔk
20523,竺,覺,ɔk
20524,筑,覺,ɔk
20525,築,覺,ɔk
20527,茿,覺,ɔk
20530,踧,覺,ɔk
20532,𠴫,覺,ɔk
20536,槭,覺,ɔk
20541,𣢰,覺,ɔk
20545,蹴,覺,ɔk
20556,衄,覺,ɔk
20562,蝮,覺,ɔk
20563,覆,覺,ɔk
20564,蕧,覺,ɔk
20566,副,職,ɔɪk
20568,𥨍,覺,ɔk
20570,郁,職,ɔɪk
20571,戫,職,ɔɪk
20573,燠,覺,ɔk
20576,墺,覺,ɔk
20578,薁,覺,ɔk
20579,澳,覺,ɔk
20580,隩,覺,ɔk
20581,䉛,覺,ɔk
20584,𪑝,職,ɔɪk
20586,懊,覺,ɔk
20587,㰲,職,ɔɪk
20590,肅,覺,ɔk
20591,宿,覺,ɔk
20593,夙,覺,ɔk
20597,鷫,覺,ɔk
20599,蟰,覺,ɔk
20606,潚,覺,ɔk
20607,橚,覺,ɔk
20613,目,覺,ɔk
20614,睦,覺,ɔk
20615,穆,覺,ɔk
20618,牧,職,ɔɪk
20619,㙁,職,ɔɪk
20621,萺,覺,ɔk
20622,㣎,覺,ɔk
20624,囿,職,ɔɪk
20626,蓄,覺,ɔk
20629,苖,覺,ɔk
20630,荲,職,ɔɪk
20637,𣤶,覺,ɔk
20638,沃,藥,ok
20639,鋈,藥,ok
20643,觷,覺,ɔk
20645,毒,覺,ɔk
20647,𦺇,覺,ɔk
20653,篤,覺,ɔk
20654,竺,覺,ɔk
20655,督,覺,ɔk
20657,𧛔,覺,ɔk
20662,裻,覺,ɔk
20664,酷,覺,ɔk
20665,焅,覺,ɔk
20667,嚳,覺,ɔk
20668,硞,覺,ɔk
20669,𡷥,覺,ɔk
20670,鵠,覺,ɔk
20671,㿥,藥,ok
20672,翯,藥,ok
20673,隺,藥,ok
20674,𤌍,藥,ok
20677,礐,覺,ɔk
20685,裻,覺,ɔk
20686,梏,覺,ɔk
20687,牿,覺,ɔk
20689,䅵,藥,ok
20690,告,覺,ɔk
20691,郜,覺,ɔk
20692,祰,覺,ɔk
20693,䧊,覺,ɔk
20695,瑁,覺,ɔk
20696,𣔺,覺,ɔk
20697,媢,覺,ɔk
20699,萺,覺,ɔk
20701,熇,藥,ok
20712,襮,藥,ok
20715,濼,藥,ok
20717,燭,屋,ɒk
20718,屬,屋,ɒk
20723,鸀,屋,ɒk
20724,䟉,屋,ɒk
20726,噣,屋,ɒk
20728,韣,屋,ɒk
20730,玉,屋,ɒk
20731,獄,屋,ɒk
20733,頊,屋,ɒk
20735,頊,屋,ɒk
20739,輂,屋,ɒk
20740,絭,屋,ɒk
20742,挶,屋,ɒk
20745,䡞,屋,ɒk
20746,㮂,屋,ɒk
20747,䋰,屋,ɒk
20751,局,屋,ɒk
20756,蜀,屋,ɒk
20757,韣,屋,ɒk
20763,襡,屋,ɒk
20764,屬,屋,ɒk
20767,鐲,屋,ɒk
20768,觸,屋,ɒk
20770,歜,屋,ɒk
20772,辱,屋,ɒk
20773,蓐,屋,ɒk
20775,鄏,屋,ɒk
20776,縟,屋,ɒk
20777,溽,屋,ɒk
20783,束,屋,ɒk
20785,欲,屋,ɒk
20786,浴,屋,ɒk
20787,鵒,屋,ɒk
20789,鋊,屋,ɒk
20793,谷,屋,ɒk
20794,躅,屋,ɒk
20797,錄,屋,ɒk
20799,䚄,屋,ɒk
20800,綠,屋,ɒk
20803,娽,屋,ɒk
20804,菉,屋,ɒk
20805,逯,屋,ɒk
20811,趢,屋,ɒk
20814,曲,屋,ɒk
20816,䒼,屋,ɒk
20818,瘃,屋,ɒk
20820,孎,屋,ɒk
20821,斸,屋,ɒk
20825,足,屋,ɒk
20827,贖,屋,ɒk
20832,促,屋,ɒk
20833,誎,屋,ɒk
20839,續,屋,ɒk
20840,俗,屋,ɒk
20841,藚,屋,ɒk
20843,粟,屋,ɒk
20846,涑,屋,ɒk
20852,亍,屋,ɒk
20857,豖,屋,ɒk
20858,覺,覺,ɔk
20859,斠,屋,ɒk
20860,角,屋,ɒk
20861,桷,屋,ɒk
20862,較,藥,ok
20863,䡈,藥,ok
20864,𤤴,屋,ɒk
20866,䮸,覺,ɔk
20867,䚫,藥,ok
20868,榷,藥,ok
20870,搉,藥,ok
20876,嶽,屋,ɒk
20877,岳,屋,ɒk
20878,樂,藥,ok
20879,鸑,屋,ɒk
20880,𩓥,屋,ɒk
20881,觷,覺,ɔk
20884,浞,屋,ɒk
20885,丵,藥,ok
20887,灂,藥,ok
20888,鷟,屋,ɒk
20892,汋,藥,ok
20893,齺,屋,ɒk
20896,捉,屋,ɒk
20903,朔,鐸,ʌk
20909,數,屋,ɒk
20910,箾,藥,ok
20915,斲,屋,ɒk
20916,涿,屋,ɒk
20919,琢,屋,ɒk
20920,孎,屋,ɒk
20921,卓,藥,ok
20923,𥢔,藥,ok
20924,啄,屋,ɒk
20925,斀,屋,ɒk
20927,噣,屋,ɒk
20930,倬,藥,ok
20932,𢽚,屋,ɒk
20933,菿,藥,ok
20934,剝,屋,ɒk
20936,駁,藥,ok
20940,𥭖,藥,ok
20942,爆,藥,ok
20943,𪇰,藥,ok
20950,㦝,藥,ok
20951,眊,藥,ok
20952,皃,藥,ok
20957,雹,覺,ɔk
20963,骲,覺,ɔk
20964,𩺽,覺,ɔk
20968,㼎,藥,ok
20969,謈,藥,ok
20980,朴,屋,ɒk
20983,墣,屋,ɒk
20993,㱿,屋,ɒk
20994,毃,藥,ok
20995,愨,屋,ɒk
20996,搉,藥,ok
21001,觳,屋,ɒk
21005,塙,藥,ok
21009,𡴊,屋,ɒk
21012,濁,屋,ɒk
21013,擢,藥,ok
21014,濯,藥,ok
21016,嬥,藥,ok
21018,鐲,屋,ɒk
21022,蠗,藥,ok
21028,渥,屋,ɒk
21029,握,屋,ɒk
21030,偓,屋,ɒk
21031,箹,藥,ok
21033,楃,屋,ɒk
21034,喔,屋,ɒk
21035,鷽,覺,ɔk
21042,龏,屋,ɒk
21045,搦,藥,ok
21046,掉,藥,ok
21047,䚥,藥,ok
21051,逴,藥,ok
21052,趠,藥,ok
21054,踔,藥,ok
21057,犖,藥,ok
21060,學,覺,ɔk
21061,确,屋,ɒk
21062,嶨,覺,ɔk
21065,澩,覺,ɔk
21066,觷,覺,ɔk
21067,㿥,藥,ok
21068,翯,藥,ok
21072,翯,藥,ok
21073,嗀,屋,ɒk
21078,滈,藥,ok
21082,娕,屋,ɒk
21087,質,質,ət
21089,郅,質,ət
21090,桎,質,ət
21092,蛭,質,ət
21093,騭,職,ɔɪk
21095,銍,質,ət
21098,𡂒,質,ət
21102,日,質,ət
21103,馹,質,ət
21104,衵,質,ət
21107,實,質,ət
21108,秩,質,ət
21109,紩,質,ət
21110,帙,質,ət
21114,姪,質,ət
21118,𧽮,質,ət
21119,𢧤,質,ət
21120,悉,質,ət
21121,厀,質,ət
21126,䊝,質,ət
21127,僁,質,ət
21129,一,質,ət
21131,壹,質,ət
21132,七,質,ət
21133,漆,質,ət
21135,䣛,質,ət
21136,𪄭,質,ət
21137,桼,質,ət
21139,𣛺,質,ət
21142,匹,質,ət
21146,吉,質,ət
21147,趌,質,ət
21149,拮,質,ət
21154,暱,職,ɔɪk
21156,衵,質,ət
21157,䵒,質,ət
21161,逸,質,ət
21162,佚,質,ət
21165,軼,質,ət
21167,泆,質,ət
21171,䭿,質,ət
21172,䳀,質,ət
21173,詰,質,ət
21174,蛣,質,ət
21176,趌,質,ət
21177,欯,質,ət
21182,抶,質,ət
21183,咥,質,ət
21184,眣,質,ət
21186,栗,質,ət
21190,溧,質,ət
21191,䬆,質,ət
21194,凓,質,ət
21198,瑮,質,ət
21205,窒,質,ət
21206,挃,質,ət
21207,庢,質,ət
21208,銍,質,ət
21211,㲳,質,ət
21213,𪗻,質,ət
21215,螲,質,ət
21217,疾,質,ət
21221,㑵,質,ət
21223,揤,質,ət
21228,㓼,質,ət
21232,失,質,ət
21233,室,質,ət
21243,蜜,質,ət
21244,𧖅,質,ət
21245,謐,質,ət
21248,𥁑,質,ət
21249,宓,質,ət
21252,必,質,ət
21253,畢,質,ət
21254,篳,質,ət
21256,韠,質,ət
21258,䟆,質,ət
21260,滭,質,ət
21261,㪤,質,ət
21264,珌,質,ət
21266,熚,質,ət
21268,彃,質,ət
21269,㮿,質,ət
21270,縪,質,ət
21271,鮅,質,ət
21279,姞,質,ət
21280,佶,質,ət
21281,鮚,質,ət
21282,趌,質,ət
21285,邲,質,ət
21286,比,質,ət
21287,柲,質,ət
21289,苾,質,ət
21291,佖,質,ət
21293,駜,質,ət
21294,坒,質,ət
21295,飶,質,ət
21297,鮅,質,ət
21299,泌,質,ət
21306,䫻,質,ət
21307,𣅕,物,ɔt
21308,汩,物,ɔt
21311,率,物,ɔt
21312,帥,物,ɔt
21315,䢦,物,ɔt
21320,𧗿,物,ɔt
21321,叱,質,ət
21323,密,質,ət
21333,弼,物,ɔt
21343,乙,物,ɔt
21353,筆,物,ɔt
21362,茁,物,ɔt
21363,肸,物,ɔt
21367,術,物,ɔt
21368,述,物,ɔt
21370,朮,物,ɔt
21371,沭,物,ɔt
21372,噊,質,ət
21374,潏,質,ət
21376,驈,質,ət
21377,𧑐,質,ət
21378,橘,質,ət
21380,繘,質,ət
21382,𧽻,質,ət
21383,䤎,質,ət
21386,崒,物,ɔt
21387,踤,物,ɔt
21389,捽,物,ɔt
21390,聿,物,ɔt
21391,鴪,質,ət
21393,遹,質,ət
21394,鷸,質,ət
21395,驈,質,ət
21396,繘,質,ət
21398,潏,質,ət
21399,矞,質,ət
21401,𧑐,質,ət
21403,芛,質,ət
21406,噊,質,ət
21411,卒,物,ɔt
21412,𣨛,物,ɔt
21415,啐,物,ɔt
21416,卹,質,ət
21417,恤,質,ət
21418,戌,物,ɔt
21419,訹,物,ɔt
21422,䳳,物,ɔt
21431,律,物,ɔt
21436,葎,物,ɔt
21439,黜,物,ɔt
21440,怵,物,ɔt
21442,炪,物,ɔt
21446,欪,物,ɔt
21448,窋,物,ɔt
21449,絀,物,ɔt
21454,泏,物,ɔt
21456,𦬸,物,ɔt
21458,出,物,ɔt
21467,櫛,質,ət
21473,瑟,質,ət
21476,蝨,質,ət
21477,璱,質,ət
21480,物,物,ɔt
21481,勿,物,ɔt
21483,芴,物,ɔt
21487,昒,物,ɔt
21489,弗,物,ɔt
21491,黻,物,ɔt
21493,紼,物,ɔt
21496,韍,物,ɔt
21499,翇,物,ɔt
21500,柫,物,ɔt
21501,𡗻,物,ɔt
21502,髴,物,ɔt
21503,冹,物,ɔt
21508,甶,物,ɔt
21509,鬱,物,ɔt
21517,尉,物,ɔt
21520,𩰪,物,ɔt
21525,屈,物,ɔt
21526,鶌,物,ɔt
21527,趉,物,ɔt
21529,𠜾,物,ɔt
21531,屈,物,ɔt
21532,詘,物,ɔt
21533,𧌑,物,ɔt
21536,崛,物,ɔt
21540,堀,物,ɔt
21542,掘,物,ɔt
21543,佛,物,ɔt
21544,怫,物,ɔt
21546,𡶒,物,ɔt
21547,咈,物,ɔt
21548,䞞,物,ɔt
21549,刜,物,ɔt
21551,炥,物,ɔt
21552,䬍,物,ɔt
21565,拂,物,ɔt
21567,嶏,物,ɔt
21568,茀,物,ɔt
21569,祓,物,ɔt
21571,刜,物,ɔt
21574,髴,物,ɔt
21576,𧿳,物,ɔt
21577,崛,物,ɔt
21579,仡,物,ɔt
21580,釳,物,ɔt
21582,忔,物,ɔt
21583,䒗,物,ɔt
21587,訖,物,ɔt
21588,吃,物,ɔt
21594,圪,物,ɔt
21595,𧆫,物,ɔt
21596,仡,物,ɔt
21598,䞘,物,ɔt
21600,乞,物,ɔt
21601,䒗,物,ɔt
21603,月,月,ʌt
21604,刖,月,ʌt
21605,跀,月,ʌt
21607,軏,月,ʌt
21608,抈,月,ʌt
21614,伐,月,ʌt
21615,筏,月,ʌt
21617,罰,月,ʌt
21620,橃,月,ʌt
21622,瞂,月,ʌt
21626,坺,月,ʌt
21628,越,月,ʌt
21629,𨒋,月,ʌt
21630,粵,月,ʌt
21631,戉,月,ʌt
21632,鉞,月,ʌt
21633,䋐,月,ʌt
21636,曰,月,ʌt
21638,𡛟,月,ʌt
21643,泧,月,ʌt
21644,厥,月,ʌt
21646,蹶,月,ʌt
21648,𧽸,月,ʌt
21650,瘚,月,ʌt
21652,蕨,月,ʌt
21653,蟨,月,ʌt
21655,橜,月,ʌt
21657,𠢤,月,ʌt
21659,撅,月,ʌt
21660,鱖,月,ʌt
21661,孓,月,ʌt
21665,噦,月,ʌt
21666,黦,月,ʌt
21668,鷢,月,ʌt
21669,橜,月,ʌt
21671,蹷,月,ʌt
21678,𩪜,月,ʌt
21680,闕,月,ʌt
21684,髮,月,ʌt
21687,發,月,ʌt
21690,韤,月,ʌt
21696,䟠,月,ʌt
21697,泧,月,ʌt
21701,謁,月,ʌt
21703,暍,月,ʌt
21704,𢉥,月,ʌt
21706,歇,月,ʌt
21708,猲,月,ʌt
21711,訐,月,ʌt
21712,𧼨,月,ʌt
21713,羯,月,ʌt
21714,揭,月,ʌt
21718,揭,月,ʌt
21719,竭,月,ʌt
21720,碣,月,ʌt
21721,楬,月,ʌt
21722,㤄,月,ʌt
21725,沒,物,ɔt
21726,歿,物,ɔt
21727,𤣻,物,ɔt
21728,𩑦,物,ɔt
21729,𠬛,物,ɔt
21732,骨,物,ɔt
21733,縎,物,ɔt
21734,鶻,物,ɔt
21735,滑,物,ɔt
21738,淈,物,ɔt
21742,尳,物,ɔt
21745,䓛,物,ɔt
21748,勃,物,ɔt
21751,𩱚,物,ɔt
21757,郣,物,ɔt
21762,誖,物,ɔt
21765,孛,物,ɔt
21766,艴,物,ɔt
21771,咄,物,ɔt
21772,柮,物,ɔt
21777,𠫓,物,ɔt
21779,㥆,物,ɔt
21781,突,物,ɔt
21783,腯,物,ɔt
21795,𩑦,物,ɔt
21798,嗢,物,ɔt
21801,搵,物,ɔt
21804,忽,物,ɔt
21806,㾁,物,ɔt
21807,匫,物,ɔt
21811,㫚,物,ɔt
21814,𣓗,物,ɔt
21815,㦌,物,ɔt
21817,𢑢,物,ɔt
21819,䬍,物,ɔt
21821,兀,物,ɔt
21823,杌,物,ɔt
21831,㽾,物,ɔt
21833,軏,物,ɔt
21848,顝,物,ɔt
21849,泏,物,ɔt
21850,𩑔,物,ɔt
21852,堀,物,ɔt
21855,圣,物,ɔt
21861,胐,物,ɔt
21862,訥,緝,ɔp
21863,㕯,緝,ɔp
21864,肭,緝,ɔp
21867,窣,物,ɔt
21874,猝,物,ɔt
21875,卒,物,ɔt
21876,𣨛,物,ɔt
21879,捽,物,ɔt
21881,𪘧,物,ɔt
21883,崪,物,ɔt
21885,麧,物,ɔt
21886,𥝖,物,ɔt
21887,齕,物,ɔt
21888,紇,物,ɔt
21889,淈,物,ɔt
21890,搰,物,ɔt
21896,鶻,物,ɔt
21900,滑,物,ɔt
21901,卒,物,ɔt
21904,曷,月,ʌt
21905,褐,月,ʌt
21907,鶡,月,ʌt
21908,蝎,月,ʌt
21909,餲,月,ʌt
21917,喝,月,ʌt
21918,猲,月,ʌt
21921,暍,月,ʌt
21923,怛,月,ʌt
21927,炟,月,ʌt
21928,䵣,月,ʌt
21930,笪,月,ʌt
21932,靼,月,ʌt
21935,撻,月,ʌt
21938,獺,月,ʌt
21939,䲚,月,ʌt
21941,羍,月,ʌt
21943,達,月,ʌt
21944,汏,月,ʌt
21946,遏,月,ʌt
21949,堨,月,ʌt
21952,餲,月,ʌt
21957,剌,月,ʌt
21961,瘌,月,ʌt
21963,糲,月,ʌt
21967,𢃴,月,ʌt
21969,㻝,月,ʌt
21971,楋,月,ʌt
21973,渴,月,ʌt
21974,㵣,月,ʌt
21981,達,月,ʌt
21987,嶭,月,ʌt
21988,䡾,月,ʌt
21989,屵,月,ʌt
21991,𣡌,月,ʌt
21997,歺,月,ʌt
21999,齾,月,ʌt
22000,葛,月,ʌt
22003,割,月,ʌt
22004,𩢛,月,ʌt
22007,𨞛,月,ʌt
22008,𥢸,月,ʌt
22010,躠,月,ʌt
22012,摋,月,ʌt
22013,𥻦,月,ʌt
22026,末,月,ʌt
22032,䬴,月,ʌt
22037,𥄕,月,ʌt
22040,𥽘,月,ʌt
