廣韻字頭(覈校後),廣韻字頭原貌(覈校前),聲紐,聲母擬音,呼,等,韻部(調整後),廣韻韻部原貌(調整前),,韻母擬音,聲調,廣韻反切(覈校後),廣韻反切原貌(覈校前),全王本切韻-反切,裴本切韻-反切,先秦韻部（引自余迺永的《上古音系研究》）,廣韻釋義,釋義補充
𧌆,𧌆,溪,kʰ,開,一,東,東,開一東,ɞŋ,平,苦紅,苦紅,,,,蟬脫𧌆皮,
公,公,見,k,開,一,東,東,開一東,ɞŋ,平,古紅,古紅,古紅,古紅,東,通也父也正也共也官也三公論道又公者無私也從八從厶厶音私八背意也背厶爲公也亦姓漢有主爵都尉公儉又漢複姓八十五氏左傳魯有公冉務人公斂陽公何藐公父歜公賓庚公思展公鉏極公甲叔子費宰公山弗櫌公甲叔公巫召伯衛有公文要戰國策齊威王時有左執法公旗蕃左傳齊悼子公旗之後左傳季武子庶子公沮後以爲氏孟子有公行子著書左傳晉成公以卿之庶子爲公行大夫其後氏焉孔子家語魯有公冶長又公索氏將祭而亡其牲者魯有公慎氏出婬妻又有公罔之裘揚觶者孔子弟子齊人公晳哀陳人公良儒公西赤公祖句兹公肩定漢書藝文志有公檮子著書又有公勝生著書濟南公玉帶上明堂圖功臣表有公師壹晉穆公子成師之後又有公扈滿意後漢有零陵太守公仇稱晉穆公子仇之後又弘農令北海公沙穆山陽公堵恭魏志有公夏浩晉書有征虜長史太山公正羣成都王帳下督公帥蕃本姓公師避晉景帝諱改爲公帥氏前趙錄有大中大夫公帥式子夏門人齊人公羊高作春秋傳列女傳有公乘之姒墨子魯有公輸班衛大夫公叔文子史記有魯相公儀休孔子門人公休哀又有公祈哀禮記魯大夫公明儀何氏姓苑云今高平人衛大夫公南文子魯有公荊皎衛大夫公子荊之後魯大夫公襄昭魯襄公太子野之後魯大夫公伯寮何氏姓苑云彭城人趙平陵太守公休勝魯士官公爲珍魯昭公子公爲之後楚大夫公朱高宋公子子朱之後公車氏秦公子伯車之後淮南子有公牛哀病七日化爲虎齊公子牛之後呂氏春秋有邴大夫公息忘孟子稱公都子有學業楚公子田食采於都邑後氏焉公劉氏后稷公劉之後古今人表有公房皮楚公子房之後郭泰別傳有渤海公族進階衛大夫有公上王世本有魯大夫公之文晉蒲邑大夫公佗世鄉秦公子金之後有公金氏齊公子成之後有公牽氏何氏姓苑云公右氏今琅邪人公左氏今高平人又有公言公孟公獻公留公石公旅公仲等氏又左傳衛有庾公差以善射聞祭公謀父出自姜姓申公子福楚申公巫臣之後衛有尹公佗楚大夫逢公子仲楚白公勝之後有白公氏文字志云魏文侯時有古樂人竇公氏獻古文樂書一篇秦有博士黃公庇古今人表神農之後有公幹仕齊爲大夫其後氏焉世本有大公叔穎又有公紀氏衛有大夫左公子洩右公子職漢四晧有園公先生尚書僕射東郡成公敞古紅切十三,
功,功,見,k,開,一,東,東,開一東,ɞŋ,平,古紅,古紅,古紅,古紅,,功績也說文曰以勞定國曰功又漢複姓何氏姓苑云漢營陵令成功恢禹治水告成功後爲氏俗作㓛,
工,工,見,k,開,一,東,東,開一東,ɞŋ,平,古紅,古紅,古紅,古紅,東,官也又工巧也,
疘,疘,見,k,開,一,東,東,開一東,ɞŋ,平,古紅,古紅,古紅,古紅,,文字集略云脫疘下部病也,
蚣,蚣,見,k,開,一,東,東,開一東,ɞŋ,平,古紅,古紅,古紅,古紅,,蜈蚣蟲,
玒,玒,見,k,開,一,東,東,開一東,ɞŋ,平,古紅,古紅,古紅,古紅,,王名又音江,
釭,釭,見,k,開,一,東,東,開一東,ɞŋ,平,古紅,古紅,古紅,古紅,,車釭說文曰車轂中鐵也又古雙切,
魟,魟,見,k,開,一,東,東,開一東,ɞŋ,平,古紅,古紅,,,,䱑魟江蟲形似蟹可食又音烘,
攻,攻,見,k,開,一,東,東,開一東,ɞŋ,平,古紅,古紅,古紅,古紅,,攻擊,
㓚,㓚,見,k,開,一,東,東,開一東,ɞŋ,平,古紅,古紅,,,,銍穫也,
愩,愩,見,k,開,一,東,東,開一東,ɞŋ,平,古紅,古紅,古紅,古紅,,憒也,
碽,碽,見,k,開,一,東,東,開一東,ɞŋ,平,古紅,古紅,,,,擊聲,
篢,篢,見,k,開,一,東,東,開一東,ɞŋ,平,古紅,古紅,,,,篢笠方言,
蒙,蒙,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,莫紅,莫紅,,覆也奄也爾雅釋草曰蒙王女也莫紅切二十七,
冡,冡,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,莫紅,莫紅,東,說文覆也,
濛,濛,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,莫紅,莫紅,,涳濛細雨,
𩦺,𩦺,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,,莫紅,,驢子曰𩦺,
艨,艨,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,莫紅,莫紅,,艨艟戰船又武用切,
䑃,䑃,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,莫紅,莫紅,,大皃,
矇,矇,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,莫紅,莫紅,,矇瞽,
饛,饛,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,莫紅,莫紅,,盛食滿皃,
䰒,䰒,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,莫紅,莫紅,,馬垂鬣也,
檬,檬,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,莫紅,莫紅,,似槐華黃,
𨢊,𨢊,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,莫紅,莫紅,,麴生衣皃,
䴿,䴿,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,,,,上同,麴生衣皃
𨣘,𨣘,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,莫紅,莫紅,,亦上同,麴生衣皃
鸏,鸏,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,莫紅,莫紅,,鸏䴀鳥也,
幪,幪,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,,莫紅,,覆也蓋衣也又幪縠,
罞,罞,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,,,,爾雅曰麋罟謂之罞,
𢄐,𢄐,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,莫紅,莫紅,,說文云蓋衣也又莫弄切,
髳,髳,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,,,,爾雅釋詁曰覭髳茀離也,
蠓,蠓,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,,,,蠛蠓似蚊又莫孔切,
𦿏,𦿏,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,,,,草可爲帚,
雺,雺,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,,,,天氣下地不應曰雺又莫侯切,
霿,霿,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,,,,,天氣下地不應曰雺又莫侯切
霚,霚,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,,,,並上同,天氣下地不應曰雺又莫侯切
朦,朦,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,,,,朦朧月下,
䀄,䀄,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,莫紅,,,器滿,
懜,懜,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,,,,心悶闇也,
靀,靀,明,m̊,開,一,東,東,開一東,ɞŋ,平,莫紅,莫紅,莫紅,莫紅,,小雨,
籠,籠,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,盧紅,,西京雜記曰漢制天子以象牙爲火籠盧紅切又力董切二十七,
豅,豅,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,盧紅,,大谷,
㰍,㰍,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,,盧紅,,說文云房室之疏也亦作櫳,
朧,朧,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,,,,朦朧,
𡃡,𡃡,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,盧紅,,大聲,
龓,龓,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,盧紅,,馬龓頭,
䪊,䪊,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,,,,上同,馬龓頭
瀧,瀧,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,盧紅,,瀧涷沾漬說文曰雨瀧瀧也,
聾,聾,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,盧紅,,耳聾左傳云不聽五聲之和曰聾釋名曰聾籠也如在蒙籠之內不可察也,
𨏠,𨏠,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,盧紅,,軸頭,
礱,礱,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,盧紅,,磨也,
䆍,䆍,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,盧紅,,禾病,
𪚗,𪚗,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,,,,上同,禾病
嚨,嚨,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,,盧紅,,喉嚨,
蘢,蘢,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,盧紅,,蘢古草名又音龍,
櫳,櫳,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,盧紅,,檻也養獸所也,
𤮨,𤮨,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,,,字書云築土𤮨穀,
巃,巃,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,盧紅,,巃嵸山皃嵸祖紅切又音竉摠,
襱,襱,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,盧紅,,襱裙,
𧙥,𧙥,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,,,,上同,襱裙
瓏,瓏,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,盧紅,,玲瓏玉聲,
曨,曨,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,,盧紅,,日欲出也,
鸗,鸗,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,,盧紅,,鳥名,
𩟭,𩟭,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,,,,𩟭餅,
蠪,蠪,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,盧紅,盧紅,,蠪蛭如狐九尾虎爪音如小兒食人一名䗁蠪又爾雅曰蠪朾螘郭璞云赤駁蚍蜉,
㟅,㟅,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,,,,崆㟅山皃,
屸,屸,來,l̺,開,一,東,東,開一東,ɞŋ,平,盧紅,盧紅,,,,山形,
洪,洪,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,胡籠,胡籠,,大也亦姓共工氏之後本姓共氏後改爲洪氏戶公切二十二,
鉷,鉷,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,胡籠,胡籠,,弩牙,
訌,訌,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,胡籠,胡籠,,潰也詩曰蟊賊內訌,
紅,紅,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,胡籠,胡籠,,色也又姓,
虹,虹,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,胡籠,胡籠,,螮蝀也又古巷切,
仜,仜,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,胡籠,胡籠,,身肥大也,
鴻,鴻,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,胡籠,胡籠,,詩傳云大曰鴻小曰鴈又姓左傳衛大夫鴻聊魋,
葒,葒,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,胡籠,胡籠,,水草一曰蘢古詩云隰有游龍傳曰龍即紅草也字或從艹,
葓,葓,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,胡籠,胡籠,,上同,水草一曰蘢古詩云隰有游龍傳曰龍即紅草也字或從艹
谼,谼,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,胡籠,胡籠,,大壑又谼谷寺在相州,
䉺,䉺,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,胡籠,胡籠,,陳赤米也,
烘,烘,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,,,,字林云燎也又呼紅切,
洚,洚,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,胡籠,胡籠,,說文曰水不遵道一曰下也又戶冬下江二切,
渱,渱,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,,,,潰渱水沸湧也,
𨹁,𨹁,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,,,,從𨹁山名在雲南,
魟,魟,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,,,,魟白魚又音烘,
䧆,䧆,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,胡籠,胡籠,,坑也,
䪦,䪦,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,,,,大聲,
𦏺,𦏺,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,胡籠,胡籠,,飛聲,
䫹,䫹,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,,,,大風,
𨾊,𨾊,匣,ˀɦ,開,一,東,東,開一東,ɞŋ,平,戶公,戶公,,,,鳥肥大𨾊唯然,
叢,叢,從,ˀz̺ʱ,開,一,東,東,開一東,ɞŋ,平,徂紅,徂紅,徂紅,徂紅,東,聚也徂紅切五,
藂,藂,從,ˀz̺ʱ,開,一,東,東,開一東,ɞŋ,平,徂紅,徂紅,,徂紅,,俗,聚也徂紅切五
䕺,䕺,從,ˀz̺ʱ,開,一,東,東,開一東,ɞŋ,平,徂紅,徂紅,,徂紅,,草䕺生皃,
潀,潨,從,ˀz̺ʱ,開,一,東,東,開一東,ɞŋ,平,徂紅,徂紅,,徂紅,,水會也,
𥵫,𥵫,從,ˀz̺ʱ,開,一,東,東,開一東,ɞŋ,平,徂紅,徂紅,,,,籠𥵫取魚器俗,
翁,翁,影,∅,開,一,東,東,開一東,ɞŋ,平,烏紅,烏紅,烏紅,烏紅,東,老稱也亦鳥頸毛又姓漢書貨殖傳有翁伯販脂而傾縣邑烏紅切八,
螉,螉,影,∅,開,一,東,東,開一東,ɞŋ,平,烏紅,烏紅,烏紅,烏紅,,蠮螉蟲名細𦝫𧒒也,
䱵,䱵,影,∅,開,一,東,東,開一東,ɞŋ,平,烏紅,烏紅,烏紅,烏紅,,魚名,
蓊,蓊,影,∅,開,一,東,東,開一東,ɞŋ,平,烏紅,烏紅,烏紅,烏紅,,蓊鬱草木盛皃又烏桶切,
䈵,䈵,影,∅,開,一,東,東,開一東,ɞŋ,平,烏紅,烏紅,,,,竹盛皃,
䩺,䩺,影,∅,開,一,東,東,開一東,ɞŋ,平,烏紅,烏紅,,,,吳人靴靿曰䩺,
㮬,㮬,影,∅,開,一,東,東,開一東,ɞŋ,平,烏紅,烏紅,,,,水㮬子果名出南州,
𩔚,𩔚,影,∅,開,一,東,東,開一東,ɞŋ,平,烏紅,烏紅,烏紅,烏紅,,頸毛也,
悤,怱,清,ts̺ʰ,開,一,東,東,開一東,ɞŋ,平,倉紅,倉紅,倉紅,倉紅,東,速也倉紅切十五,
忩,忩,清,ts̺ʰ,開,一,東,東,開一東,ɞŋ,平,倉紅,倉紅,倉紅,倉紅,,俗,速也倉紅切十五
蔥,葱,清,ts̺ʰ,開,一,東,東,開一東,ɞŋ,平,倉紅,倉紅,倉紅,倉紅,,葷菜,
樬,楤,清,ts̺ʰ,開,一,東,東,開一東,ɞŋ,平,倉紅,倉紅,倉紅,倉紅,,尖頭擔也,
䡯,𨍉,清,ts̺ʰ,開,一,東,東,開一東,ɞŋ,平,倉紅,倉紅,倉紅,倉紅,,轞車載囚,
聰,聦,清,ts̺ʰ,開,一,東,東,開一東,ɞŋ,平,倉紅,倉紅,倉紅,倉紅,,聞也明也察也聽也殷仲堪父患耳聰聞牀下蟻動謂之牛鬬出晉書,
𦇎,繱,清,ts̺ʰ,開,一,東,東,開一東,ɞŋ,平,倉紅,倉紅,倉紅,倉紅,,色青黃又細絹,
璁,𤧚,清,ts̺ʰ,開,一,東,東,開一東,ɞŋ,平,倉紅,倉紅,倉紅,倉紅,,石似玉也,
驄,騘,清,ts̺ʰ,開,一,東,東,開一東,ɞŋ,平,倉紅,倉紅,倉紅,倉紅,,馬青白雜色,
蟌,䗓,清,ts̺ʰ,開,一,東,東,開一東,ɞŋ,平,倉紅,倉紅,倉紅,倉紅,,蜻蜓淮南子曰蝦蟆爲鶉水蠆爲蟌,
囪,囪,清,ts̺ʰ,開,一,東,東,開一東,ɞŋ,平,倉紅,倉紅,,,東,竈突,
𨣼,𨣭,清,ts̺ʰ,開,一,東,東,開一東,ɞŋ,平,倉紅,倉紅,,,,𨣼𨢊濁酒,
鏓,鍯,清,ts̺ʰ,開,一,東,東,開一東,ɞŋ,平,倉紅,倉紅,倉紅,倉紅,,大鑿平木器,
熜,㷓,清,ts̺ʰ,開,一,東,東,開一東,ɞŋ,平,倉紅,倉紅,倉紅,倉紅,,熅也又子孔切,
𢊕,𢉛,清,ts̺ʰ,開,一,東,東,開一東,ɞŋ,平,倉紅,倉紅,倉紅,倉紅,,屋階中會又子孔切,
通,通,透,t̺ʰ,開,一,東,東,開一東,ɞŋ,平,他紅,他紅,他紅,他紅,,達也三禮圖曰通天冠一名高山冠上之所服也亦州名本漢宕渠縣內有地萬餘頃因名爲萬州後魏以萬州居四達之路改爲通州又姓出姓苑他紅切九,
蓪,蓪,透,t̺ʰ,開,一,東,東,開一東,ɞŋ,平,他紅,他紅,他紅,他紅,,蓪草藥名中有小孔通氣,
侗,侗,透,t̺ʰ,開,一,東,東,開一東,ɞŋ,平,他紅,他紅,他紅,他紅,,大也,
恫,恫,透,t̺ʰ,開,一,東,東,開一東,ɞŋ,平,他紅,他紅,他紅,他紅,,痛也,
痌,痌,透,t̺ʰ,開,一,東,東,開一東,ɞŋ,平,他紅,他紅,,,,上同,痛也
曈,曈,透,t̺ʰ,開,一,東,東,開一東,ɞŋ,平,他紅,他紅,,,,曈曨欲明之皃,
俑,俑,透,t̺ʰ,開,一,東,東,開一東,ɞŋ,平,他紅,他紅,,,,俑偶人又音勇,
𧳆,𧳆,透,t̺ʰ,開,一,東,東,開一東,ɞŋ,平,他紅,他紅,,,,獸名似豕出泰山又音同,
𨀜,𨀜,透,t̺ʰ,開,一,東,東,開一東,ɞŋ,平,他紅,他紅,,,,走皃,
葼,葼,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,子紅,子紅,,木細枝也子紅切二十一,
鬷,鬷,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,子紅,子紅,,釜屬又姓左傳鄭大夫鬷明,
嵕,嵕,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,子紅,子紅,,九嵕山名,
猣,猣,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,子紅,子紅,,犬生三子,
豵,豵,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,子紅,子紅,,豕生三子,
鯼,鯼,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,子紅,子紅,,石首魚名,
椶,椶,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,子紅,子紅,,椶櫚一名蒲葵,
騣,騣,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,子紅,子紅,,馬鬣,
𩮰,𩮀,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,子紅,子紅,,上同,馬鬣
䗥,䗥,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,,,,螉䗥蟲名,
嵸,嵸,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,子紅,子紅,,巃嵸又作孔切,
艐,艐,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,子紅,子紅,,書傳云三艐國名說文云船著沙不行也,
蝬,蝬,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,,子紅,,三蝬蛤屬出臨海異物志,
堫,堫,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,,子紅,,種也,
𥓻,𥓻,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,子紅,子紅,,石也,
翪,翪,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,,子紅,,聳翅上下皃,
緵,緵,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,子紅,子紅,,縷也又作弄切,
㚇,㚇,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,子紅,子紅,,飛而斂足又子貢切,
㣭,㣭,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,,子紅,,數也,
稯,稯,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,子紅,子紅,,禾束,
鬉,鬉,精,ts̺,開,一,東,東,開一東,ɞŋ,平,子紅,子紅,,,,毛亂,
蓬,蓬,並,ˀbʱ,開,一,東,東,開一東,ɞŋ,平,薄紅,薄紅,,蓬功,,草名亦州名周割巴州之伏虞郡於此置蓬州因蓬山而名之薄紅切十,
𥭗,𥭗,並,ˀbʱ,開,一,東,東,開一東,ɞŋ,平,薄紅,薄紅,,蓬功,,車軬,
篷,篷,並,ˀbʱ,開,一,東,東,開一東,ɞŋ,平,薄紅,薄紅,,蓬功,,織竹夾箬覆舟也,
髼,髼,並,ˀbʱ,開,一,東,東,開一東,ɞŋ,平,薄紅,薄紅,,蓬功,,髼䯳髮亂皃,
蜂,蜂,並,ˀbʱ,開,一,東,東,開一東,ɞŋ,平,薄紅,薄紅,,蓬功,,蟲名出蒼頡篇又音峯,
芃,芃,並,ˀbʱ,開,一,東,東,開一東,ɞŋ,平,薄紅,薄紅,,蓬功,,芃芃草盛皃又音馮,
𧚋,𧚋,並,ˀbʱ,開,一,東,東,開一東,ɞŋ,平,薄紅,薄紅,,蓬功,,爾雅曰困衱𧚋亦作袶又音降,
韸,韸,並,ˀbʱ,開,一,東,東,開一東,ɞŋ,平,薄紅,薄紅,,蓬功,,鼓聲,
䮾,䮾,並,ˀbʱ,開,一,東,東,開一東,ɞŋ,平,薄紅,薄紅,,,,充塞皃又音龍瀧,
𩖛,𩖛,並,ˀbʱ,開,一,東,東,開一東,ɞŋ,平,薄紅,薄紅,,,,風皃又步留切,
烘,烘,曉,h,開,一,東,東,開一東,ɞŋ,平,呼東,呼東,,呼同,,火皃呼東切又音紅六,
叿,叿,曉,h,開,一,東,東,開一東,ɞŋ,平,呼東,呼東,,,,叿叿市人聲,
魟,魟,曉,h,開,一,東,東,開一東,ɞŋ,平,呼東,呼東,,呼同,,河魚似鼈,
谾,谾,曉,h,開,一,東,東,開一東,ɞŋ,平,呼東,呼東,,,,谷空皃出字林,
𩐠,𩐠,曉,h,開,一,東,東,開一東,ɞŋ,平,呼東,呼東,,,,𩐠䪦大聲,
𩗄,𩗄,曉,h,開,一,東,東,開一東,ɞŋ,平,呼東,呼東,,,,大風,
㟅,㟅,疑,ŋ̊,開,一,東,東,開一東,ɞŋ,平,五東,五東,,,,崆㟅山皃五東切又魚江切一,
𣞷,檧,心,s̺,開,一,東,東,開一東,ɞŋ,平,蘇公,蘇公,,蘇公,,小籠蘇公切又先孔切三,
𢤄,憽,心,s̺,開,一,東,東,開一東,ɞŋ,平,蘇公,蘇公,,,,惺𢤄了慧人也,
㬝,㬝,心,s̺,開,一,東,東,開一東,ɞŋ,平,蘇公,蘇公,,,,白皃出聲譜,
冬,冬,端,t̺,合,一,冬,冬,合一冬,ɔŋ,平,都宗,都宗,,都宗,中,四時之末尸子曰冬爲信北方爲冬冬終也又姓前燕慕容皝左司馬冬壽都宗切七,
𠔙,𠔙,端,t̺,合,一,冬,冬,合一冬,ɔŋ,平,都宗,都宗,,,,古文,四時之末尸子曰冬爲信北方爲冬冬終也又姓前燕慕容皝左司馬冬壽都宗切七
苳,苳,端,t̺,合,一,冬,冬,合一冬,ɔŋ,平,都宗,都宗,,都宗,,草名,
鴤,䳉,端,t̺,合,一,冬,冬,合一冬,ɔŋ,平,都宗,都宗,,,,鴤鳥好入水食似鳧形小,
笗,笗,端,t̺,合,一,冬,冬,合一冬,ɔŋ,平,都宗,都宗,,,,竹名,
𩂓,𩂓,端,t̺,合,一,冬,冬,合一冬,ɔŋ,平,都宗,都宗,,,,雨皃,
𧲴,𧲴,端,t̺,合,一,冬,冬,合一冬,ɔŋ,平,都宗,都宗,,,,獸如豹有角,
彤,彤,定,ˀd̺ʱ,合,一,冬,冬,合一冬,ɔŋ,平,徒冬,徒冬,,徒冬,,赤也丹飾也亦姓彤伯爲成王宗伯徒冬切二十二,
疼,疼,定,ˀd̺ʱ,合,一,冬,冬,合一冬,ɔŋ,平,徒冬,徒冬,,徒冬,,痛也,
佟,佟,定,ˀd̺ʱ,合,一,冬,冬,合一冬,ɔŋ,平,徒冬,徒冬,,徒冬,,姓也北燕錄有遼東佟萬以文章知名,
炵,炵,定,ˀd̺ʱ,合,一,冬,冬,合一冬,ɔŋ,平,徒冬,徒冬,,徒冬,,火盛皃又他冬切,
䳋,䳋,定,ˀd̺ʱ,合,一,冬,冬,合一冬,ɔŋ,平,徒冬,徒冬,,徒冬,,鳥名䳋渠狀如山雞黑身赤足出山海經也,
鼕,鼕,定,ˀd̺ʱ,合,一,冬,冬,合一冬,ɔŋ,平,徒冬,徒冬,,徒冬,,鼓聲,
𢥞,𢥞,定,ˀd̺ʱ,合,一,冬,冬,合一冬,ɔŋ,平,徒冬,徒冬,,徒冬,,𢥞𢥞憂也出楚詞,
𢾮,𢾮,定,ˀd̺ʱ,合,一,冬,冬,合一冬,ɔŋ,平,徒冬,徒冬,,徒冬,,擊空聲,
爞,爞,定,ˀd̺ʱ,合,一,冬,冬,合一冬,ɔŋ,平,徒冬,徒冬,,徒冬,,旱熱,
㤏,㤏,定,ˀd̺ʱ,合,一,冬,冬,合一冬,ɔŋ,平,徒冬,徒冬,,徒冬,,惶也,
痋,痋,定,ˀd̺ʱ,合,一,冬,冬,合一冬,ɔŋ,平,徒冬,徒冬,,徒冬,,動病,
䂈,䂈,定,ˀd̺ʱ,合,一,冬,冬,合一冬,ɔŋ,平,徒冬,徒冬,,徒冬,,剌矛,
鉵,鉵,定,ˀd̺ʱ,合,一,冬,冬,合一冬,ɔŋ,平,徒冬,徒冬,,徒冬,,大鉏,
𧹝,𧹝,定,ˀd̺ʱ,合,一,冬,冬,合一冬,ɔŋ,平,徒冬,徒冬,,,,赤色,
𩦶,𩦶,定,ˀd̺ʱ,合,一,冬,冬,合一冬,ɔŋ,平,徒冬,徒冬,,徒冬,,黑虎,
